Finished setup, waiting to start, PID: p:0.02 i(x100):0.00 d(x10):1.00 iCap:10000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
DOWNSLOPE3945 x:-0.35 y:0.24 z:1.08 acc:1.16 inst:2.04 dt:5
DOWNSLOPE3950 x:-0.35 y:0.24 z:1.08 acc:1.16 inst:2.03 dt:5
DOWNSLOPE3955 x:-0.35 y:0.24 z:1.08 acc:1.16 inst:2.03 dt:5
DOWNSLOPE3960 x:-0.35 y:0.26 z:1.06 acc:1.15 inst:2.03 dt:5
DOWNSLOPE3965 x:-0.35 y:0.26 z:1.06 acc:1.15 inst:2.02 dt:5
DOWNSLOPE3970 x:-0.35 y:0.26 z:1.06 acc:1.15 inst:2.02 dt:5
DOWNSLOPE3976 x:-0.35 y:0.26 z:1.06 acc:1.15 inst:2.02 dt:6
DOWNSLOPE3981 x:-0.34 y:0.19 z:1.09 acc:1.15 inst:2.01 dt:5
DOWNSLOPE3986 x:-0.34 y:0.19 z:1.09 acc:1.15 inst:2.01 dt:5
DOWNSLOPE3991 x:-0.34 y:0.19 z:1.09 acc:1.15 inst:2.01 dt:5
DOWNSLOPE3996 x:-0.34 y:0.19 z:1.09 acc:1.15 inst:2.00 dt:5
