Finished setup, waiting to start, PID: p:0.02 i(x100):0.00 d(x10):1.00 iCap:10000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
DOWNSLOPE11482 x:0.08 y:0.18 z:1.06 acc:1.08 inst:6.30 dt:5
DOWNSLOPE11488 x:0.08 y:0.18 z:1.06 acc:1.08 inst:6.28 dt:6
DOWNSLOPE11493 x:0.08 y:0.18 z:1.06 acc:1.08 inst:6.27 dt:5
DOWNSLOPE11498 x:0.08 y:0.18 z:1.06 acc:1.08 inst:6.26 dt:5
DOWNSLOPE11503 x:0.06 y:0.18 z:1.06 acc:1.08 inst:6.24 dt:5
DOWNSLOPE11508 x:0.06 y:0.18 z:1.06 acc:1.08 inst:6.23 dt:5
DOWNSLOPE11513 x:0.06 y:0.18 z:1.06 acc:1.08 inst:6.22 dt:5
DOWNSLOPE11518 x:0.06 y:0.18 z:1.06 acc:1.08 inst:6.21 dt:5
DOWNSLOPE11523 x:0.06 y:0.18 z:1.06 acc:1.08 inst:6.19 dt:5
DOWNSLOPE11530 x:0.05 y:0.19 z:1.07 acc:1.08 inst:6.18 dt:7
DOWNSLOPE11534 x:0.05 y:0.19 z:1.07 acc:1.08 inst:6.17 dt:4
DOWNSLOPE11539 x:0.05 y:0.19 z:1.07 acc:1.08 inst:6.15 dt:5
DOWNSLOPE11545 x:0.05 y:0.19 z:1.07 acc:1.08 inst:6.14 dt:6
DOWNSLOPE11550 x:0.05 y:0.19 z:1.07 acc:1.08 inst:6.13 dt:5
DOWNSLOPE11555 x:0.06 y:0.20 z:1.06 acc:1.08 inst:6.11 dt:5
DOWNSLOPE11560 x:0.06 y:0.20 z:1.06 acc:1.08 inst:6.10 dt:5
DOWNSLOPE11565 x:0.06 y:0.20 z:1.06 acc:1.08 inst:6.09 dt:5
DOWNSLOPE11571 x:0.06 y:0.20 z:1.06 acc:1.08 inst:6.07 dt:6
DOWNSLOPE11576 x:0.06 y:0.20 z:1.06 acc:1.08 inst:6.06 dt:5
DOWNSLOPE11581 x:0.09 y:0.20 z:1.05 acc:1.07 inst:6.05 dt:5
DOWNSLOPE11586 x:0.09 y:0.20 z:1.05 acc:1.07 inst:6.03 dt:5
DOWNSLOPE11591 x:0.09 y:0.20 z:1.05 acc:1.07 inst:6.02 dt:5
DOWNSLOPE11596 x:0.09 y:0.20 z:1.05 acc:1.07 inst:6.01 dt:5
DOWNSLOPE11601 x:0.08 y:0.20 z:1.04 acc:1.07 inst:6.00 dt:5
DOWNSLOPE11606 x:0.08 y:0.20 z:1.04 acc:1.07 inst:5.99 dt:5
DOWNSLOPE11611 x:0.08 y:0.20 z:1.04 acc:1.07 inst:5.97 dt:5
DOWNSLOPE11617 x:0.08 y:0.20 z:1.04 acc:1.07 inst:5.96 dt:6
DOWNSLOPE11622 x:0.08 y:0.20 z:1.04 acc:1.07 inst:5.95 dt:5
DOWNSLOPE11628 x:0.11 y:0.20 z:1.08 acc:1.10 inst:5.93 dt:6
DOWNSLOPE11633 x:0.11 y:0.20 z:1.08 acc:1.10 inst:5.92 dt:5
DOWNSLOPE11638 x:0.11 y:0.20 z:1.08 acc:1.10 inst:5.91 dt:5
DOWNSLOPE11643 x:0.11 y:0.20 z:1.08 acc:1.10 inst:5.89 dt:5
DOWNSLOPE11648 x:0.11 y:0.20 z:1.08 acc:1.10 inst:5.88 dt:5
DOWNSLOPE11653 x:0.11 y:0.18 z:1.09 acc:1.11 inst:5.87 dt:5
DOWNSLOPE11659 x:0.11 y:0.18 z:1.09 acc:1.11 inst:5.85 dt:6
DOWNSLOPE11664 x:0.11 y:0.18 z:1.09 acc:1.11 inst:5.84 dt:5
DOWNSLOPE11669 x:0.11 y:0.18 z:1.09 acc:1.11 inst:5.83 dt:5
DOWNSLOPE11674 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.82 dt:5
DOWNSLOPE11679 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.80 dt:5
DOWNSLOPE11684 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.79 dt:5
DOWNSLOPE11689 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.78 dt:5
DOWNSLOPE11694 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.76 dt:5
DOWNSLOPE11701 x:0.10 y:0.20 z:1.08 acc:1.10 inst:5.75 dt:7
DOWNSLOPE11705 x:0.10 y:0.20 z:1.08 acc:1.10 inst:5.74 dt:4
DOWNSLOPE11711 x:0.10 y:0.20 z:1.08 acc:1.10 inst:5.72 dt:6
DOWNSLOPE11716 x:0.10 y:0.20 z:1.08 acc:1.10 inst:5.71 dt:5
DOWNSLOPE11721 x:0.10 y:0.20 z:1.08 acc:1.10 inst:5.70 dt:5
DOWNSLOPE11726 x:0.08 y:0.19 z:1.06 acc:1.08 inst:5.69 dt:5
DOWNSLOPE11731 x:0.08 y:0.19 z:1.06 acc:1.08 inst:5.67 dt:5
DOWNSLOPE11736 x:0.08 y:0.19 z:1.06 acc:1.08 inst:5.66 dt:5
DOWNSLOPE11742 x:0.08 y:0.19 z:1.06 acc:1.08 inst:5.65 dt:6
DOWNSLOPE11747 x:0.08 y:0.19 z:1.06 acc:1.08 inst:5.63 dt:5
DOWNSLOPE11752 x:0.06 y:0.17 z:1.07 acc:1.09 inst:5.62 dt:5
DOWNSLOPE11757 x:0.06 y:0.17 z:1.07 acc:1.09 inst:5.61 dt:5
DOWNSLOPE11762 x:0.06 y:0.17 z:1.07 acc:1.09 inst:5.60 dt:5
DOWNSLOPE11767 x:0.06 y:0.17 z:1.07 acc:1.09 inst:5.58 dt:5
DOWNSLOPE11773 x:0.07 y:0.17 z:1.08 acc:1.10 inst:5.57 dt:6
DOWNSLOPE11777 x:0.07 y:0.17 z:1.08 acc:1.10 inst:5.56 dt:4
DOWNSLOPE11782 x:0.07 y:0.17 z:1.08 acc:1.10 inst:5.55 dt:5
DOWNSLOPE11789 x:0.07 y:0.17 z:1.08 acc:1.10 inst:5.53 dt:7
DOWNSLOPE11794 x:0.07 y:0.17 z:1.08 acc:1.10 inst:5.51 dt:5
DOWNSLOPE11799 x:0.09 y:0.17 z:1.08 acc:1.10 inst:5.50 dt:5
DOWNSLOPE11804 x:0.09 y:0.17 z:1.08 acc:1.10 inst:5.49 dt:5
DOWNSLOPE11809 x:0.09 y:0.17 z:1.08 acc:1.10 inst:5.48 dt:5
DOWNSLOPE11814 x:0.09 y:0.17 z:1.08 acc:1.10 inst:5.47 dt:5
DOWNSLOPE11819 x:0.09 y:0.17 z:1.08 acc:1.10 inst:5.45 dt:5
DOWNSLOPE11824 x:0.08 y:0.18 z:1.07 acc:1.09 inst:5.44 dt:5
DOWNSLOPE11830 x:0.08 y:0.18 z:1.07 acc:1.09 inst:5.43 dt:6
DOWNSLOPE11835 x:0.08 y:0.18 z:1.07 acc:1.09 inst:5.41 dt:5
DOWNSLOPE11840 x:0.08 y:0.18 z:1.07 acc:1.09 inst:5.40 dt:5
DOWNSLOPE11845 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.39 dt:5
DOWNSLOPE11850 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.38 dt:5
DOWNSLOPE11855 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.36 dt:5
DOWNSLOPE11860 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.35 dt:5
DOWNSLOPE11865 x:0.09 y:0.19 z:1.08 acc:1.10 inst:5.34 dt:5
DOWNSLOPE11872 x:0.09 y:0.20 z:1.08 acc:1.10 inst:5.32 dt:7
DOWNSLOPE11877 x:0.09 y:0.20 z:1.08 acc:1.10 inst:5.31 dt:5
DOWNSLOPE11882 x:0.09 y:0.20 z:1.08 acc:1.10 inst:5.30 dt:5
DOWNSLOPE11887 x:0.09 y:0.20 z:1.08 acc:1.10 inst:5.28 dt:5
DOWNSLOPE11892 x:0.09 y:0.20 z:1.08 acc:1.10 inst:5.27 dt:5
DOWNSLOPE11897 x:0.10 y:0.19 z:1.07 acc:1.09 inst:5.26 dt:5
DOWNSLOPE11902 x:0.10 y:0.19 z:1.07 acc:1.09 inst:5.25 dt:5
DOWNSLOPE11907 x:0.10 y:0.19 z:1.07 acc:1.09 inst:5.23 dt:5
DOWNSLOPE11913 x:0.10 y:0.19 z:1.07 acc:1.09 inst:5.22 dt:6
DOWNSLOPE11918 x:0.09 y:0.17 z:1.06 acc:1.08 inst:5.21 dt:5
DOWNSLOPE11923 x:0.09 y:0.17 z:1.06 acc:1.08 inst:5.19 dt:5
DOWNSLOPE11928 x:0.09 y:0.17 z:1.06 acc:1.08 inst:5.18 dt:5
DOWNSLOPE11933 x:0.09 y:0.17 z:1.06 acc:1.08 inst:5.17 dt:5
DOWNSLOPE11938 x:0.09 y:0.17 z:1.06 acc:1.08 inst:5.16 dt:5
DOWNSLOPE11944 x:0.07 y:0.17 z:1.07 acc:1.08 inst:5.14 dt:6
DOWNSLOPE11948 x:0.07 y:0.17 z:1.07 acc:1.08 inst:5.13 dt:4
DOWNSLOPE11955 x:0.07 y:0.17 z:1.07 acc:1.08 inst:5.11 dt:7
DOWNSLOPE11960 x:0.07 y:0.17 z:1.07 acc:1.08 inst:5.10 dt:5
DOWNSLOPE11965 x:0.07 y:0.17 z:1.07 acc:1.08 inst:5.09 dt:5
DOWNSLOPE11970 x:0.06 y:0.17 z:1.08 acc:1.09 inst:5.08 dt:5
DOWNSLOPE11975 x:0.06 y:0.17 z:1.08 acc:1.09 inst:5.06 dt:5
DOWNSLOPE11980 x:0.06 y:0.17 z:1.08 acc:1.09 inst:5.05 dt:5
DOWNSLOPE11985 x:0.06 y:0.17 z:1.08 acc:1.09 inst:5.04 dt:5
DOWNSLOPE11990 x:0.00 y:0.09 z:1.08 acc:1.09 inst:5.03 dt:5
DOWNSLOPE11995 x:0.00 y:0.09 z:1.08 acc:1.09 inst:5.01 dt:5
DOWNSLOPE12001 x:0.00 y:0.09 z:1.08 acc:1.09 inst:5.00 dt:6
DOWNSLOPE12006 x:0.00 y:0.09 z:1.08 acc:1.09 inst:4.99 dt:5
DOWNSLOPE12011 x:0.00 y:0.09 z:1.08 acc:1.09 inst:4.99 dt:5
DOWNSLOPE12016 x:0.04 y:0.15 z:1.08 acc:1.09 inst:4.98 dt:5
DOWNSLOPE12021 x:0.04 y:0.15 z:1.08 acc:1.09 inst:4.97 dt:5
DOWNSLOPE12026 x:0.04 y:0.15 z:1.08 acc:1.09 inst:4.97 dt:5
DOWNSLOPE12031 x:0.04 y:0.15 z:1.08 acc:1.09 inst:4.96 dt:5
DOWNSLOPE12037 x:0.04 y:0.15 z:1.08 acc:1.09 inst:4.95 dt:6
DOWNSLOPE12043 x:0.06 y:0.16 z:1.08 acc:1.09 inst:4.94 dt:6
DOWNSLOPE12048 x:0.06 y:0.16 z:1.08 acc:1.09 inst:4.94 dt:5
DOWNSLOPE12053 x:0.06 y:0.16 z:1.08 acc:1.09 inst:4.93 dt:5
DOWNSLOPE12058 x:0.06 y:0.16 z:1.08 acc:1.09 inst:4.92 dt:5
DOWNSLOPE12063 x:0.08 y:0.18 z:1.08 acc:1.10 inst:4.92 dt:5
DOWNSLOPE12068 x:0.08 y:0.18 z:1.08 acc:1.10 inst:4.91 dt:5
DOWNSLOPE12073 x:0.08 y:0.18 z:1.08 acc:1.10 inst:4.90 dt:5
DOWNSLOPE12078 x:0.08 y:0.18 z:1.08 acc:1.10 inst:4.90 dt:5
DOWNSLOPE12084 x:0.08 y:0.18 z:1.08 acc:1.10 inst:4.89 dt:6
DOWNSLOPE12089 x:0.08 y:0.15 z:1.09 acc:1.11 inst:4.88 dt:5
DOWNSLOPE12094 x:0.08 y:0.15 z:1.09 acc:1.11 inst:4.87 dt:5
DOWNSLOPE12099 x:0.08 y:0.15 z:1.09 acc:1.11 inst:4.87 dt:5
DOWNSLOPE12104 x:0.08 y:0.15 z:1.09 acc:1.11 inst:4.86 dt:5
DOWNSLOPE12109 x:0.08 y:0.15 z:1.09 acc:1.11 inst:4.85 dt:5
DOWNSLOPE12115 x:0.07 y:0.13 z:1.10 acc:1.11 inst:4.85 dt:6
DOWNSLOPE12120 x:0.07 y:0.13 z:1.10 acc:1.11 inst:4.84 dt:5
DOWNSLOPE12126 x:0.07 y:0.13 z:1.10 acc:1.11 inst:4.83 dt:6
DOWNSLOPE12131 x:0.07 y:0.13 z:1.10 acc:1.11 inst:4.83 dt:5
DOWNSLOPE12136 x:0.06 y:0.15 z:1.08 acc:1.09 inst:4.82 dt:5
DOWNSLOPE12141 x:0.06 y:0.15 z:1.08 acc:1.09 inst:4.81 dt:5
DOWNSLOPE12146 x:0.06 y:0.15 z:1.08 acc:1.09 inst:4.81 dt:5
DOWNSLOPE12151 x:0.06 y:0.15 z:1.08 acc:1.09 inst:4.80 dt:5
DOWNSLOPE12156 x:0.06 y:0.15 z:1.08 acc:1.09 inst:4.79 dt:5
DOWNSLOPE12161 x:0.06 y:0.17 z:1.07 acc:1.08 inst:4.79 dt:5
DOWNSLOPE12166 x:0.06 y:0.17 z:1.07 acc:1.08 inst:4.78 dt:5
DOWNSLOPE12172 x:0.06 y:0.17 z:1.07 acc:1.08 inst:4.77 dt:6
DOWNSLOPE12177 x:0.06 y:0.17 z:1.07 acc:1.08 inst:4.76 dt:5
DOWNSLOPE12182 x:0.06 y:0.17 z:1.07 acc:1.08 inst:4.76 dt:5
DOWNSLOPE12188 x:0.06 y:0.18 z:1.06 acc:1.07 inst:4.75 dt:6
DOWNSLOPE12192 x:0.06 y:0.18 z:1.06 acc:1.07 inst:4.74 dt:4
DOWNSLOPE12198 x:0.06 y:0.18 z:1.06 acc:1.07 inst:4.74 dt:6
DOWNSLOPE12203 x:0.06 y:0.18 z:1.06 acc:1.07 inst:4.73 dt:5
DOWNSLOPE12208 x:0.08 y:0.18 z:1.06 acc:1.08 inst:4.72 dt:5
DOWNSLOPE12214 x:0.08 y:0.18 z:1.06 acc:1.08 inst:4.71 dt:6
DOWNSLOPE12219 x:0.08 y:0.18 z:1.06 acc:1.08 inst:4.71 dt:5
DOWNSLOPE12224 x:0.08 y:0.18 z:1.06 acc:1.08 inst:4.70 dt:5
DOWNSLOPE12229 x:0.08 y:0.18 z:1.06 acc:1.08 inst:4.69 dt:5
DOWNSLOPE12234 x:0.05 y:0.20 z:1.06 acc:1.08 inst:4.69 dt:5
DOWNSLOPE12239 x:0.05 y:0.20 z:1.06 acc:1.08 inst:4.68 dt:5
DOWNSLOPE12244 x:0.05 y:0.20 z:1.06 acc:1.08 inst:4.67 dt:5
DOWNSLOPE12249 x:0.05 y:0.20 z:1.06 acc:1.08 inst:4.67 dt:5
DOWNSLOPE12255 x:0.05 y:0.20 z:1.06 acc:1.08 inst:4.66 dt:6
DOWNSLOPE12260 x:0.04 y:0.21 z:1.06 acc:1.09 inst:4.65 dt:5
DOWNSLOPE12265 x:0.04 y:0.21 z:1.06 acc:1.09 inst:4.65 dt:5
DOWNSLOPE12270 x:0.04 y:0.21 z:1.06 acc:1.09 inst:4.64 dt:5
DOWNSLOPE12275 x:0.04 y:0.21 z:1.06 acc:1.09 inst:4.63 dt:5
DOWNSLOPE12281 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.63 dt:6
DOWNSLOPE12286 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.62 dt:5
DOWNSLOPE12291 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.61 dt:5
DOWNSLOPE12297 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.60 dt:6
DOWNSLOPE12302 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.60 dt:5
DOWNSLOPE12307 x:0.06 y:0.19 z:1.07 acc:1.09 inst:4.59 dt:5
DOWNSLOPE12312 x:0.11 y:0.19 z:1.10 acc:1.12 inst:4.58 dt:5
DOWNSLOPE12317 x:0.11 y:0.19 z:1.10 acc:1.12 inst:4.58 dt:5
DOWNSLOPE12322 x:0.11 y:0.19 z:1.10 acc:1.12 inst:4.57 dt:5
DOWNSLOPE12327 x:0.11 y:0.19 z:1.10 acc:1.12 inst:4.56 dt:5
DOWNSLOPE12332 x:0.11 y:0.17 z:1.13 acc:1.15 inst:4.56 dt:5
DOWNSLOPE12337 x:0.11 y:0.17 z:1.13 acc:1.15 inst:4.55 dt:5
DOWNSLOPE12343 x:0.11 y:0.17 z:1.13 acc:1.15 inst:4.54 dt:6
DOWNSLOPE12348 x:0.11 y:0.17 z:1.13 acc:1.15 inst:4.54 dt:5
DOWNSLOPE12353 x:0.11 y:0.17 z:1.13 acc:1.15 inst:4.53 dt:5
DOWNSLOPE12359 x:0.08 y:0.17 z:1.11 acc:1.13 inst:4.52 dt:6
DOWNSLOPE12364 x:0.08 y:0.17 z:1.11 acc:1.13 inst:4.51 dt:5
DOWNSLOPE12369 x:0.08 y:0.17 z:1.11 acc:1.13 inst:4.51 dt:5
DOWNSLOPE12374 x:0.08 y:0.17 z:1.11 acc:1.13 inst:4.50 dt:5
DOWNSLOPE12379 x:0.08 y:0.17 z:1.11 acc:1.13 inst:4.49 dt:5
DOWNSLOPE12385 x:0.07 y:0.18 z:1.10 acc:1.11 inst:4.49 dt:6
DOWNSLOPE12390 x:0.07 y:0.18 z:1.10 acc:1.11 inst:4.48 dt:5
DOWNSLOPE12395 x:0.07 y:0.18 z:1.10 acc:1.11 inst:4.47 dt:5
DOWNSLOPE12400 x:0.07 y:0.18 z:1.10 acc:1.11 inst:4.47 dt:5
DOWNSLOPE12405 x:0.07 y:0.18 z:1.10 acc:1.11 inst:4.46 dt:5
DOWNSLOPE12410 x:0.07 y:0.18 z:1.08 acc:1.10 inst:4.45 dt:5
DOWNSLOPE12415 x:0.07 y:0.18 z:1.08 acc:1.10 inst:4.45 dt:5
DOWNSLOPE12420 x:0.07 y:0.18 z:1.08 acc:1.10 inst:4.44 dt:5
DOWNSLOPE12426 x:0.07 y:0.18 z:1.08 acc:1.10 inst:4.43 dt:6
DOWNSLOPE12432 x:0.07 y:0.19 z:1.04 acc:1.06 inst:4.42 dt:6
DOWNSLOPE12436 x:0.07 y:0.19 z:1.04 acc:1.06 inst:4.42 dt:4
DOWNSLOPE12442 x:0.07 y:0.19 z:1.04 acc:1.06 inst:4.41 dt:6
DOWNSLOPE12447 x:0.07 y:0.19 z:1.04 acc:1.06 inst:4.40 dt:5
DOWNSLOPE12452 x:0.07 y:0.19 z:1.04 acc:1.06 inst:4.40 dt:5
DOWNSLOPE12457 x:0.06 y:0.22 z:1.06 acc:1.09 inst:4.39 dt:5
DOWNSLOPE12462 x:0.06 y:0.22 z:1.06 acc:1.09 inst:4.38 dt:5
DOWNSLOPE12468 x:0.06 y:0.22 z:1.06 acc:1.09 inst:4.38 dt:6
DOWNSLOPE12473 x:0.06 y:0.22 z:1.06 acc:1.09 inst:4.37 dt:5
DOWNSLOPE12478 x:0.06 y:0.22 z:1.06 acc:1.09 inst:4.36 dt:5
DOWNSLOPE12483 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.36 dt:5
DOWNSLOPE12488 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.35 dt:5
DOWNSLOPE12493 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.34 dt:5
DOWNSLOPE12498 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.34 dt:5
DOWNSLOPE12503 x:0.07 y:0.23 z:1.06 acc:1.09 inst:4.33 dt:5
DOWNSLOPE12508 x:0.07 y:0.23 z:1.06 acc:1.09 inst:4.32 dt:5
DOWNSLOPE12514 x:0.07 y:0.23 z:1.06 acc:1.09 inst:4.31 dt:6
DOWNSLOPE12519 x:0.07 y:0.23 z:1.06 acc:1.09 inst:4.31 dt:5
DOWNSLOPE12525 x:0.07 y:0.23 z:1.06 acc:1.09 inst:4.30 dt:6
DOWNSLOPE12530 x:0.08 y:0.20 z:1.09 acc:1.11 inst:4.29 dt:5
DOWNSLOPE12535 x:0.08 y:0.20 z:1.09 acc:1.11 inst:4.29 dt:5
DOWNSLOPE12540 x:0.08 y:0.20 z:1.09 acc:1.11 inst:4.28 dt:5
DOWNSLOPE12545 x:0.08 y:0.20 z:1.09 acc:1.11 inst:4.27 dt:5
DOWNSLOPE12550 x:0.08 y:0.20 z:1.09 acc:1.11 inst:4.27 dt:5
DOWNSLOPE12556 x:0.09 y:0.21 z:1.11 acc:1.13 inst:4.26 dt:6
DOWNSLOPE12561 x:0.09 y:0.21 z:1.11 acc:1.13 inst:4.25 dt:5
DOWNSLOPE12566 x:0.09 y:0.21 z:1.11 acc:1.13 inst:4.25 dt:5
DOWNSLOPE12571 x:0.09 y:0.21 z:1.11 acc:1.13 inst:4.24 dt:5
DOWNSLOPE12576 x:0.09 y:0.22 z:1.07 acc:1.10 inst:4.23 dt:5
DOWNSLOPE12581 x:0.09 y:0.22 z:1.07 acc:1.10 inst:4.23 dt:5
DOWNSLOPE12586 x:0.09 y:0.22 z:1.07 acc:1.10 inst:4.22 dt:5
DOWNSLOPE12591 x:0.09 y:0.22 z:1.07 acc:1.10 inst:4.21 dt:5
DOWNSLOPE12597 x:0.09 y:0.22 z:1.07 acc:1.10 inst:4.20 dt:6
DOWNSLOPE12603 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.20 dt:6
DOWNSLOPE12608 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.19 dt:5
DOWNSLOPE12613 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.18 dt:5
DOWNSLOPE12618 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.18 dt:5
DOWNSLOPE12623 x:0.07 y:0.23 z:1.07 acc:1.09 inst:4.17 dt:5
DOWNSLOPE12628 x:0.07 y:0.23 z:1.07 acc:1.10 inst:4.16 dt:5
DOWNSLOPE12633 x:0.07 y:0.23 z:1.07 acc:1.10 inst:4.16 dt:5
DOWNSLOPE12639 x:0.07 y:0.23 z:1.07 acc:1.10 inst:4.15 dt:6
DOWNSLOPE12644 x:0.07 y:0.23 z:1.07 acc:1.10 inst:4.14 dt:5
DOWNSLOPE12649 x:0.05 y:0.19 z:1.07 acc:1.09 inst:4.13 dt:5
DOWNSLOPE12654 x:0.05 y:0.19 z:1.07 acc:1.09 inst:4.13 dt:5
DOWNSLOPE12659 x:0.05 y:0.19 z:1.07 acc:1.09 inst:4.12 d.05 y:0.20 z:1.07 acc:1.09 inst:4.10 dt:6
DOWNSLOPE12680 x:0.05 y:0.20 z:1.07 acc:1.09 inst:4.09 dt:5
DOWNSLOPE12685 x:0.05 y:0.20 z:1.07 acc:1.09 inst:4.09 dt:5
DOWNSLOPE12691 x:0.05 y:0.20 z:1.07 acc:1.09 inst:4.08 dt:6
DOWNSLOPE12696 x:0.05 y:0.20 z:1.07 acc:1.09 inst:4.07 dt:5
DOWNSLOPE12701 x:0.05 y:0.21 z:1.08 acc:1.10 inst:9 inst:4.11 dt:5
DOWNSLOPE12669 x:0.05 y:0.19 z:t:5
DOWNSLOPE12664 x:0.05 y:0.19 z:1.07 acc:1.01.07 acc:1.09 inst:4.11 dt:5
DOWNSLOPE12675 x:04.07 dt:5
DOWNSLOPE12706 x:0.05 y:0.21 z:1.08 acc:1.10 inst:4.06 dt:5
DOWNSLOPE12711 x:0.05 y:0.21 z:1.08 acc:1.10 inst:4.05 dt:5
DOWNSLOPE12716 x:0.05 y:0.21 z:1.08 acc:1.10 inst:4.05 dt:5
DOWNSLOPE12721 x:0.04 y:0.21 z:1.07 acc:1.10 inst:4.04 dt:5
DOWNSLOPE12727 x:0.04 y:0.21 z:1.07 acc:1.10 inst:4.03 dt:6
DOWNSLOPE12732 x:0.04 y:0.21 z:1.07 acc:1.10 inst:4.02 dt:5
DOWNSLOPE12737 x:0.04 y:0.21 z:1.07 acc:1.10 inst:4.02 dt:5
DOWNSLOPE12742 x:0.04 y:0.21 z:1.07 acc:1.10 inst:4.01 dt:5
DOWNSLOPE12747 x:0.05 y:0.21 z:1.06 acc:1.08 inst:4.00 dt:5
DOWNSLOPE12752 x:0.05 y:0.21 z:1.06 acc:1.08 inst:4.00 dt:5
DOWNSLOPE12757 x:0.05 y:0.21 z:1.06 acc:1.08 inst:3.99 dt:5
DOWNSLOPE12762 x:0.05 y:0.21 z:1.06 acc:1.08 inst:3.98 dt:5
DOWNSLOPE12769 x:0.05 y:0.21 z:1.06 acc:1.08 inst:3.97 dt:7
DOWNSLOPE12774 x:0.05 y:0.19 z:1.04 acc:1.06 inst:3.97 dt:5
DOWNSLOPE12779 x:0.05 y:0.19 z:1.04 acc:1.06 inst:3.96 dt:5
DOWNSLOPE12784 x:0.05 y:0.19 z:1.04 acc:1.06 inst:3.95 dt:5
DOWNSLOPE12789 x:0.05 y:0.19 z:1.04 acc:1.06 inst:3.95 dt:5
DOWNSLOPE12794 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.94 dt:5
DOWNSLOPE12799 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.93 dt:5
DOWNSLOPE12804 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.93 dt:5
DOWNSLOPE12810 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.92 dt:6
DOWNSLOPE12815 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.91 dt:5
DOWNSLOPE12820 x:0.07 y:0.21 z:1.05 acc:1.07 inst:3.91 dt:5
DOWNSLOPE12825 x:0.07 y:0.21 z:1.06 acc:1.08 inst:3.90 dt:5
DOWNSLOPE12830 x:0.07 y:0.21 z:1.06 acc:1.08 inst:3.89 dt:5
DOWNSLOPE12835 x:0.07 y:0.21 z:1.06 acc:1.08 inst:3.89 dt:5
DOWNSLOPE12840 x:0.07 y:0.21 z:1.06 acc:1.08 inst:3.88 dt:5
DOWNSLOPE12846 x:0.06 y:0.21 z:1.06 acc:1.08 inst:3.87 dt:6
DOWNSLOPE12852 x:0.06 y:0.21 z:1.06 acc:1.08 inst:3.86 dt:6
DOWNSLOPE12857 x:0.06 y:0.21 z:1.06 acc:1.08 inst:3.86 dt:5
DOWNSLOPE12862 x:0.06 y:0.21 z:1.06 acc:1.08 inst:3.85 dt:5
DOWNSLOPE12867 x:0.06 y:0.21 z:1.06 acc:1.08 inst:3.84 dt:5
DOWNSLOPE12872 x:0.06 y:0.20 z:1.08 acc:1.10 inst:3.84 dt:5
DOWNSLOPE12877 x:0.06 y:0.20 z:1.08 acc:1.10 inst:3.83 dt:5
DOWNSLOPE12882 x:0.06 y:0.20 z:1.08 acc:1.10 inst:3.82 dt:5
DOWNSLOPE12887 x:0.06 y:0.20 z:1.08 acc:1.10 inst:3.82 dt:5
DOWNSLOPE12892 x:0.06 y:0.20 z:1.08 acc:1.10 inst:3.81 dt:5
DOWNSLOPE12898 x:0.07 y:0.19 z:1.08 acc:1.09 inst:3.80 dt:6
DOWNSLOPE12903 x:0.07 y:0.19 z:1.08 acc:1.09 inst:3.80 dt:5
DOWNSLOPE12908 x:0.07 y:0.19 z:1.08 acc:1.09 inst:3.79 dt:5
DOWNSLOPE12913 x:0.07 y:0.19 z:1.08 acc:1.09 inst:3.78 dt:5
DOWNSLOPE12919 x:0.08 y:0.20 z:1.08 acc:1.10 inst:3.77 dt:6
DOWNSLOPE12923 x:0.08 y:0.20 z:1.08 acc:1.10 inst:3.77 dt:4
DOWNSLOPE12928 x:0.08 y:0.20 z:1.08 acc:1.10 inst:3.76 dt:5
DOWNSLOPE12934 x:0.08 y:0.20 z:1.08 acc:1.10 inst:3.75 dt:6
DOWNSLOPE12940 x:0.08 y:0.20 z:1.08 acc:1.10 inst:3.75 dt:6
DOWNSLOPE12945 x:0.08 y:0.21 z:1.07 acc:1.09 inst:3.74 dt:5
DOWNSLOPE12950 x:0.08 y:0.21 z:1.07 acc:1.09 inst:3.73 dt:5
