Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 
0 1000 4000 10000 12000 17000 0 
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 150000.00 0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 17000 0 1000 4000 10000 12000 15000 20000 
Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
16091 x:0.07 y:0.20 z:1.10 acc:1.12 inst:0.00 dt:10 timee:20000 pComp:-0.34 iComp:2.64 dComp:0.00 FF:nan PID:nan
16100 x:0.07 y:0.20 z:1.10 acc:1.12 inst:0.00 dt:9 timee:20000 pComp:-0.34 iComp:2.64 dComp:0.00 FF:nan PID:nan
16109 x:0.07 y:0.20 z:1.10 acc:1.12 inst:0.00 dt:9 timee:20000 pComp:-0.34 iComp:2.63 dComp:0.00 FF:nan PID:nan
16119 x:0.08 y:0.20 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.63 dComp:0.00 FF:nan PID:nan
16129 x:0.08 y:0.20 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.63 dComp:0.00 FF:nan PID:nan
16139 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.62 dComp:0.00 FF:nan PID:nan
16148 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.62 dComp:0.00 FF:nan PID:nan
16157 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.62 dComp:0.00 FF:nan PID:nan
16168 x:0.08 y:0.13 z:1.09 acc:1.10 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.61 dComp:-0.00 FF:nan PID:nan
16177 x:0.08 y:0.13 z:1.09 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.61 dComp:0.00 FF:nan PID:nan
16187 x:0.03 y:0.11 z:1.11 acc:1.11 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.61 dComp:-0.00 FF:nan PID:nan
16196 x:0.03 y:0.11 z:1.11 acc:1.11 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.60 dComp:0.00 FF:nan PID:nan
16206 x:0.03 y:0.11 z:1.11 acc:1.11 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.60 dComp:0.00 FF:nan PID:nan
16216 x:0.03 y:0.16 z:1.09 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.60 dComp:0.00 FF:nan PID:nan
16226 x:0.03 y:0.16 z:1.09 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.59 dComp:0.00 FF:nan PID:nan
16235 x:0.05 y:0.17 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.59 dComp:0.00 FF:nan PID:nan
16244 x:0.05 y:0.17 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.59 dComp:0.00 FF:nan PID:nan
16255 x:0.05 y:0.17 z:1.08 acc:1.09 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.59 dComp:0.00 FF:nan PID:nan
16264 x:0.07 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.58 dComp:0.00 FF:nan PID:nan
16274 x:0.07 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.58 dComp:0.00 FF:nan PID:nan
16283 x:0.10 y:0.26 z:1.06 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.58 dComp:-0.00 FF:nan PID:nan
16293 x:0.10 y:0.26 z:1.06 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.57 dComp:0.00 FF:nan PID:nan
16303 x:0.10 y:0.26 z:1.06 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.57 dComp:0.00 FF:nan PID:nan
16313 x:0.09 y:0.23 z:1.06 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.57 dComp:0.00 FF:nan PID:nan
16322 x:0.09 y:0.23 z:1.06 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.56 dComp:0.00 FF:nan PID:nan
16332 x:0.10 y:0.21 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.56 dComp:0.00 FF:nan PID:nan
16342 x:0.10 y:0.21 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.56 dComp:0.00 FF:nan PID:nan
16351 x:0.10 y:0.21 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.55 dComp:0.00 FF:nan PID:nan
16361 x:0.10 y:0.21 z:1.06 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.55 dComp:-0.00 FF:nan PID:nan
16370 x:0.10 y:0.21 z:1.06 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.55 dComp:0.00 FF:nan PID:nan
16381 x:0.09 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.54 dComp:-0.00 FF:nan PID:nan
16390 x:0.09 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.54 dComp:0.00 FF:nan PID:nan
16400 x:0.09 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.54 dComp:0.00 FF:nan PID:nan
16409 x:0.09 y:0.17 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.53 dComp:-0.00 FF:nan PID:nan
16418 x:0.09 y:0.17 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.53 dComp:0.00 FF:nan PID:nan
16429 x:0.08 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.53 dComp:0.00 FF:nan PID:nan
16438 x:0.08 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.53 dComp:0.00 FF:nan PID:nan
16448 x:0.08 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.52 dComp:0.00 FF:nan PID:nan
16457 x:0.10 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.52 dComp:-0.00 FF:nan PID:nan
16468 x:0.10 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.52 dComp:0.00 FF:nan PID:nan
16477 x:0.11 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.51 dComp:0.00 FF:nan PID:nan
16486 x:0.11 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.51 dComp:0.00 FF:nan PID:nan
16496 x:0.11 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.51 dComp:0.00 FF:nan PID:nan
16505 x:0.07 y:0.22 z:1.09 acc:1.11 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.50 dComp:-0.00 FF:nan PID:nan
16516 x:0.07 y:0.22 z:1.09 acc:1.11 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.50 dComp:0.00 FF:nan PID:nan
16525 x:0.07 y:0.22 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.50 dComp:0.00 FF:nan PID:nan
16535 x:0.07 y:0.22 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.49 dComp:0.00 FF:nan PID:nan
16544 x:0.07 y:0.22 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.49 dComp:0.00 FF:nan PID:nan
16555 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.49 dComp:0.00 FF:nan PID:nan
16564 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.48 dComp:0.00 FF:nan PID:nan
16573 x:0.08 y:0.20 z:1.06 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.48 dComp:0.00 FF:nan PID:nan
16583 x:0.08 y:0.20 z:1.06 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.48 dComp:0.00 FF:nan PID:nan
16593 x:0.08 y:0.20 z:1.06 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.47 dComp:0.00 FF:nan PID:nan
16603 x:0.08 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.47 dComp:-0.00 FF:nan PID:nan
16612 x:0.08 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.47 dComp:0.00 FF:nan PID:nan
16622 x:0.09 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.46 dComp:0.00 FF:nan PID:nan
16631 x:0.09 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.46 dComp:0.00 FF:nan PID:nan
16641 x:0.09 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.46 dComp:0.00 FF:nan PID:nan
16651 x:0.09 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.46 dComp:-0.00 FF:nan PID:nan
16660 x:0.09 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.45 dComp:0.00 FF:nan PID:nan
16670 x:0.10 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.45 dComp:0.00 FF:nan PID:nan
16680 x:0.10 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.45 dComp:0.00 FF:nan PID:nan
16690 x:0.10 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.44 dComp:0.00 FF:nan PID:nan
16699 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.44 dComp:-0.00 FF:nan PID:nan
16709 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.44 dComp:0.00 FF:nan PID:nan
16718 x:0.11 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.43 dComp:-0.00 FF:nan PID:nan
16729 x:0.11 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.43 dComp:0.00 FF:nan PID:nan
16738 x:0.11 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.43 dComp:0.00 FF:nan PID:nan
16748 x:0.05 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.42 dComp:0.00 FF:nan PID:nan
16757 x:0.05 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.42 dComp:0.00 FF:nan PID:nan
16767 x:0.05 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.42 dComp:0.00 FF:nan PID:nan
16777 x:0.07 y:0.21 z:1.06 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.41 dComp:0.00 FF:nan PID:nan
16786 x:0.07 y:0.21 z:1.06 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.41 dComp:0.00 FF:nan PID:nan
16796 x:0.08 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.41 dComp:-0.00 FF:nan PID:nan
16805 x:0.08 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.40 dComp:0.00 FF:nan PID:nan
16815 x:0.08 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.40 dComp:0.00 FF:nan PID:nan
16825 x:0.08 y:0.21 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.40 dComp:-0.00 FF:nan PID:nan
16834 x:0.08 y:0.21 z:1.07 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.40 dComp:0.00 FF:nan PID:nan
16844 x:0.07 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.39 dComp:-0.00 FF:nan PID:nan
16854 x:0.07 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.39 dComp:0.00 FF:nan PID:nan
16864 x:0.07 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.39 dComp:0.00 FF:nan PID:nan
16873 x:0.08 y:0.20 z:1.07 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.38 dComp:0.00 FF:nan PID:nan
16883 x:0.08 y:0.20 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.38 dComp:0.00 FF:nan PID:nan
16893 x:0.09 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.38 dComp:0.00 FF:nan PID:nan
16903 x:0.09 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.37 dComp:0.00 FF:nan PID:nan
16912 x:0.09 y:0.21 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.37 dComp:0.00 FF:nan PID:nan
16922 x:0.07 y:0.20 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.37 dComp:0.00 FF:nan PID:nan
16931 x:0.07 y:0.20 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.36 dComp:0.00 FF:nan PID:nan
16941 x:0.07 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.36 dComp:-0.00 FF:nan PID:nan
16951 x:0.07 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.36 dComp:0.00 FF:nan PID:nan
16960 x:0.07 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.35 dComp:0.00 FF:nan PID:nan
16970 x:0.12 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.35 dComp:-0.00 FF:nan PID:nan
16980 x:0.12 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.35 dComp:0.00 FF:nan PID:nan
16990 x:0.10 y:0.20 z:1.09 acc:1.11 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.34 dComp:-0.00 FF:nan PID:nan
16999 x:0.10 y:0.20 z:1.09 acc:1.11 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.34 dComp:0.00 FF:nan PID:nan
17009 x:0.10 y:0.20 z:1.09 acc:1.11 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.34 dComp:0.00 FF:nan PID:nan
17018 x:0.10 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.33 dComp:0.00 FF:nan PID:nan
17028 x:0.10 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.33 dComp:0.00 FF:nan PID:nan
17038 x:0.11 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.33 dComp:0.00 FF:nan PID:nan
17047 x:0.11 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.33 dComp:0.00 FF:nan PID:nan
17057 x:0.11 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.32 dComp:0.00 FF:nan PID:nan
17067 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.32 dComp:0.00 FF:nan PID:nan
17077 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.32 dComp:0.00 FF:nan PID:nan
17086 x:0.09 y:0.12 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.31 dComp:0.00 FF:nan PID:nan
17096 x:0.09 y:0.12 z:1.08 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.31 dComp:0.00 FF:nan PID:nan
17106 x:0.09 y:0.12 z:1.08 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.31 dComp:0.00 FF:nan PID:nan
17116 x:0.09 y:0.17 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.30 dComp:0.00 FF:nan PID:nan
17125 x:0.09 y:0.17 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.30 dComp:0.00 FF:nan PID:nan
17134 x:0.09 y:0.17 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.30 dComp:0.00 FF:nan PID:nan
17144 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.29 dComp:-0.00 FF:nan PID:nan
17154 x:0.09 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.29 dComp:0.00 FF:nan PID:nan
17164 x:0.09 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.29 dComp:-0.00 FF:nan PID:nan
17173 x:0.09 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.28 dComp:0.00 FF:nan PID:nan
17183 x:0.09 y:0.21 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.28 dComp:0.00 FF:nan PID:nan
17193 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.28 dComp:0.00 FF:nan PID:nan
17203 x:0.09 y:0.18 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.27 dComp:0.00 FF:nan PID:nan
17212 x:0.07 y:0.18 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.27 dComp:-0.00 FF:nan PID:nan
17221 x:0.07 y:0.18 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.27 dComp:0.00 FF:nan PID:nan
17231 x:0.07 y:0.18 z:1.08 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.26 dComp:0.00 FF:nan PID:nan
17241 x:0.05 y:0.16 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.26 dComp:0.00 FF:nan PID:nan
17251 x:0.05 y:0.16 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.26 dComp:0.00 FF:nan PID:nan
17260 x:0.05 y:0.16 z:1.07 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.32 iComp:2.26 dComp:0.00 FF:nan PID:nan
17270 x:0.05 y:0.16 z:1.07 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.32 iComp:2.25 dComp:0.00 FF:nan PID:nan
17280 x:0.05 y:0.16 z:1.07 acc:1.2.25 dComp:0.00 FF:nan PID:nan
17290 x:0.07 y:0.18 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 08 inst:0.00 dt:10 timee:20000 pComp:-0.32 iComp:pComp:-0.32 iComp:2.25 dComp:0.00 FF:nan PID:nan
17299 x:0.07 y:0.18 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.32 iComp:2.24 dComp:0.00 FF:nan PID:nan
17309 x:0.10 y:0.19 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.32 iComp:2.24 dComp:-0.00 FF:nan PID:nan
17319 x:0.10 y:0.19 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.32 iComp:2.24 dComp:0.00 FF:nan PID:nan
17328 x:0.10 y:0.19 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.32 iComp:2.23 dComp:0.00 FF:nan PID:nan
17338 x:0.09 y:0.21 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.23 dComp:-0.00 FF:nan PID:nan
17347 x:0.09 y:0.21 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.23 dComp:0.00 FF:nan PID:nan
17357 x:0.08 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.22 dComp:-0.00 FF:nan PID:nan
17367 x:0.08 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.22 dComp:0.00 FF:nan PID:nan
17377 x:0.08 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.22 dComp:0.00 FF:nan PID:nan
17386 x:0.09 y:0.20 z:1.06 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.21 dComp:0.00 FF:nan PID:nan
17396 x:0.09 y:0.20 z:1.06 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.21 dComp:0.00 FF:nan PID:nan
17406 x:0.14 y:0.15 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.21 dComp:-0.00 FF:nan PID:nan
17416 x:0.14 y:0.15 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.20 dComp:0.00 FF:nan PID:nan
17425 x:0.14 y:0.15 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.20 dComp:0.00 FF:nan PID:nan
17435 x:0.12 y:0.19 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.20 dComp:0.00 FF:nan PID:nan
17444 x:0.12 y:0.19 z:1.07 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.20 dComp:0.00 FF:nan PID:nan
17454 x:0.12 y:0.19 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.19 dComp:0.00 FF:nan PID:nan
17464 x:0.12 y:0.23 z:1.07 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.19 dComp:-0.00 FF:nan PID:nan
17473 x:0.12 y:0.23 z:1.07 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.19 dComp:0.00 FF:nan PID:nan
17483 x:0.14 y:0.23 z:1.06 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.18 dComp:0.00 FF:nan PID:nan
17493 x:0.14 y:0.23 z:1.06 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.18 dComp:0.00 FF:nan PID:nan
17503 x:0.14 y:0.23 z:1.06 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.18 dComp:0.00 FF:nan PID:nan
17512 x:0.10 y:0.16 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.17 dComp:0.00 FF:nan PID:nan
17521 x:0.10 y:0.16 z:1.08 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.17 dComp:0.00 FF:nan PID:nan
17532 x:0.07 y:0.18 z:1.07 acc:1.08 inst:0.00 dt:11 timee:20000 pComp:-0.33 iComp:2.17 dComp:0.00 FF:nan PID:nan
17541 x:0.07 y:0.18 z:1.07 acc:1.08 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.16 dComp:0.00 FF:nan PID:nan
17551 x:0.07 y:0.18 z:1.07 acc:1.08 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.16 dComp:0.00 FF:nan PID:nan
17560 x:0.08 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.16 dComp:-0.00 FF:nan PID:nan
17570 x:0.08 y:0.20 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.15 dComp:0.00 FF:nan PID:nan
17580 x:0.08 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.15 dComp:-0.00 FF:nan PID:nan
17590 x:0.08 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.15 dComp:0.00 FF:nan PID:nan
17599 x:0.08 y:0.19 z:1.08 acc:1.10 inst:0.00 dt:9 timee:20000 pComp:-0.33 iComp:2.14 dComp:0.00 FF:nan PID:nan
17609 x:0.07 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.14 dComp:0.00 FF:nan PID:nan
17619 x:0.07 y:0.19 z:1.07 acc:1.09 inst:0.00 dt:10 timee:20000 pComp:-0.33 iComp:2.14 dComp:0.00 FF:nan PID:nan
17629 x:0.02 y:0.14 z:1.14 acc:1.15 inst:0.00 dt:10 timee:20000 pComp:-0.34 iComp:2.13 dComp:-0.01 FF:nan PID:nan
17638 x:0.02 y:0.14 z:1.14 acc:1.15 inst:0.00 dt:9 timee:20000 pComp:-0.34 iComp:2.13 dComp:0.00 FF:nan PID:nan
17647 x:0.02 y:0.14 z:1.14 acc:1.15 inst:0.00 dt:9 timee:20000 pComp:-0.34 iComp:2.13 dComp:0.00 FF:nan PID:nan
17657 x:0.05 y:0.19 z:1.11 acc:1.13 inst:0.00 dt:10 timee:20000 pComp:-0.34 iComp:2.13 dComp:0.00 FF:nan PID:nan
17667 x:0.05 y:0.19 z:1.11 acc:1.13 inst:0.00 dt:10 timee:20000 pComp:-0.34 iComp:2.12 dComp:0.00 FF:nan PID:nan
17677 x:0.08 y:0.20 z:1.10 acc:1.12 inst:0.00 dt:10 timee:20000 pComp:-0.34 iComp:2.12 dComp:0.00 FF:nan PID:nan
