Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
0 x:0.08 y:0.20 z:1.05 acc:1.07 inst:0.00 dt:0 timee:0 pComp:-0.32 iComp:0.00 dComp:inf FF:0.00 PID:0.00
1545 x:0.07 y:0.19 z:1.07 acc:1.09 inst:3.64 dt:10 timee:4000 pComp:0.76 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1554 x:0.07 y:0.19 z:1.07 acc:1.09 inst:3.63 dt:9 timee:4000 pComp:0.76 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1564 x:0.09 y:0.19 z:1.07 acc:1.09 inst:3.62 dt:10 timee:4000 pComp:0.76 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1573 x:0.09 y:0.19 z:1.07 acc:1.09 inst:3.62 dt:9 timee:4000 pComp:0.76 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1583 x:0.09 y:0.19 z:1.07 acc:1.09 inst:3.61 dt:10 timee:4000 pComp:0.76 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1593 x:0.10 y:0.20 z:1.07 acc:1.09 inst:3.60 dt:10 timee:4000 pComp:0.75 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1602 x:0.10 y:0.20 z:1.07 acc:1.09 inst:3.60 dt:9 timee:4000 pComp:0.75 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1612 x:0.10 y:0.20 z:1.07 acc:1.09 inst:3.59 dt:10 timee:4000 pComp:0.75 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1622 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.59 dt:10 timee:4000 pComp:0.75 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1632 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.58 dt:10 timee:4000 pComp:0.74 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1641 x:0.16 y:0.23 z:1.07 acc:1.11 inst:3.57 dt:9 timee:4000 pComp:0.74 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1650 x:0.16 y:0.23 z:1.07 acc:1.11 inst:3.57 dt:9 timee:4000 pComp:0.74 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1660 x:0.16 y:0.23 z:1.07 acc:1.11 inst:3.56 dt:10 timee:4000 pComp:0.74 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1671 x:0.19 y:0.23 z:1.07 acc:1.11 inst:3.55 dt:11 timee:4000 pComp:0.73 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1680 x:0.19 y:0.23 z:1.07 acc:1.11 inst:3.55 dt:9 timee:4000 pComp:0.73 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1689 x:0.14 y:0.22 z:1.07 acc:1.10 inst:3.54 dt:9 timee:4000 pComp:0.73 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
1698 x:0.14 y:0.22 z:1.07 acc:1.10 inst:3.53 dt:9 timee:4000 pComp:0.73 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1709 x:0.14 y:0.22 z:1.07 acc:1.10 inst:3.53 dt:11 timee:4000 pComp:0.73 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1718 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.52 dt:9 timee:4000 pComp:0.73 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1728 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.51 dt:10 timee:4000 pComp:0.72 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1737 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.51 dt:9 timee:4000 pComp:0.72 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1748 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.50 dt:11 timee:4000 pComp:0.72 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1757 x:0.10 y:0.21 z:1.07 acc:1.10 inst:3.50 dt:9 timee:4000 pComp:0.72 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1767 x:0.12 y:0.24 z:1.11 acc:1.14 inst:3.49 dt:10 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1776 x:0.12 y:0.24 z:1.11 acc:1.14 inst:3.48 dt:9 timee:4000 pComp:0.70 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1785 x:0.11 y:0.22 z:1.07 acc:1.10 inst:3.48 dt:9 timee:4000 pComp:0.71 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
1796 x:0.11 y:0.22 z:1.07 acc:1.10 inst:3.47 dt:11 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1805 x:0.11 y:0.22 z:1.07 acc:1.10 inst:3.46 dt:9 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1815 x:0.11 y:0.20 z:1.07 acc:1.09 inst:3.46 dt:10 timee:4000 pComp:0.71 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
1824 x:0.11 y:0.20 z:1.07 acc:1.09 inst:3.45 dt:9 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1834 x:0.10 y:0.19 z:1.06 acc:1.09 inst:3.44 dt:10 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1844 x:0.10 y:0.19 z:1.06 acc:1.09 inst:3.44 dt:10 timee:4000 pComp:0.71 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1853 x:0.10 y:0.19 z:1.06 acc:1.09 inst:3.43 dt:9 timee:4000 pComp:0.70 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1863 x:0.10 y:0.16 z:1.10 acc:1.12 inst:3.42 dt:10 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1872 x:0.10 y:0.16 z:1.10 acc:1.12 inst:3.42 dt:9 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1882 x:0.09 y:0.12 z:1.11 acc:1.12 inst:3.41 dt:10 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1892 x:0.09 y:0.12 z:1.11 acc:1.12 inst:3.41 dt:10 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1901 x:0.09 y:0.12 z:1.11 acc:1.12 inst:3.40 dt:9 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1911 x:0.07 y:0.14 z:1.08 acc:1.09 inst:3.39 dt:10 timee:4000 pComp:0.69 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
1921 x:0.07 y:0.14 z:1.08 acc:1.09 inst:3.39 dt:10 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1931 x:0.06 y:0.16 z:1.07 acc:1.08 inst:3.38 dt:10 timee:400014
1940 x:0.06 y:0.16 z:1.07 acc:1.08 inst:3.37 pComp:0.69 iComp:0.27 dComp:0.00 FF:0.00 PID:1. dt:9 timee:4000 pComp:0.69 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1949 x:0.06 y:0.16 z:1.07 acc:1.08 inst:3.37 dt:9 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1960 x:0.07 y:0.17 z:1.06 acc:1.08 inst:3.36 dt:11 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1969 x:0.07 y:0.17 z:1.06 acc:1.08 inst:3.35 dt:9 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1978 x:0.07 y:0.17 z:1.06 acc:1.08 inst:3.35 dt:9 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1988 x:0.06 y:0.19 z:1.06 acc:1.08 inst:3.34 dt:10 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
1997 x:0.06 y:0.19 z:1.06 acc:1.08 inst:3.34 dt:9 timee:4000 pComp:0.68 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2008 x:0.07 y:0.20 z:1.08 acc:1.10 inst:3.33 dt:11 timee:4000 pComp:0.67 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2017 x:0.07 y:0.20 z:1.08 acc:1.10 inst:3.32 dt:9 timee:4000 pComp:0.67 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2026 x:0.07 y:0.20 z:1.08 acc:1.10 inst:3.32 dt:9 timee:4000 pComp:0.67 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2036 x:0.08 y:0.21 z:1.07 acc:1.10 inst:3.31 dt:10 timee:4000 pComp:0.66 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2046 x:0.08 y:0.21 z:1.07 acc:1.10 inst:3.30 dt:10 timee:4000 pComp:0.66 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2056 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.30 dt:10 timee:4000 pComp:0.66 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2065 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.29 dt:9 timee:4000 pComp:0.66 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2075 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.28 dt:10 timee:4000 pComp:0.66 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2084 x:0.10 y:0.20 z:1.08 acc:1.10 inst:3.28 dt:9 timee:4000 pComp:0.65 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2094 x:0.10 y:0.20 z:1.08 acc:1.10 inst:3.27 dt:10 timee:4000 pComp:0.65 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2104 x:0.08 y:0.19 z:1.08 acc:1.10 inst:3.26 dt:10 timee:4000 pComp:0.65 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2113 x:0.08 y:0.19 z:1.08 acc:1.10 inst:3.26 dt:9 timee:4000 pComp:0.65 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2123 x:0.08 y:0.19 z:1.08 acc:1.10 inst:3.25 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2133 x:0.09 y:0.19 z:1.08 acc:1.10 inst:3.24 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2143 x:0.09 y:0.19 z:1.08 acc:1.10 inst:3.24 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2152 x:0.09 y:0.20 z:1.06 acc:1.08 inst:3.23 dt:9 timee:4000 pComp:0.65 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2161 x:0.09 y:0.20 z:1.06 acc:1.08 inst:3.23 dt:9 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2171 x:0.09 y:0.20 z:1.06 acc:1.08 inst:3.22 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2181 x:0.09 y:0.19 z:1.05 acc:1.07 inst:3.21 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2191 x:0.09 y:0.19 z:1.05 acc:1.07 inst:3.21 dt:10 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2200 x:0.09 y:0.18 z:1.05 acc:1.07 inst:3.20 dt:9 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2209 x:0.09 y:0.18 z:1.05 acc:1.07 inst:3.19 dt:9 timee:4000 pComp:0.64 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2220 x:0.09 y:0.18 z:1.05 acc:1.07 inst:3.19 dt:11 timee:4000 pComp:0.63 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2229 x:0.15 y:0.18 z:1.05 acc:1.08 inst:3.18 dt:9 timee:4000 pComp:0.63 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2239 x:0.15 y:0.18 z:1.05 acc:1.08 inst:3.17 dt:10 timee:4000 pComp:0.63 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2248 x:0.12 y:0.20 z:1.05 acc:1.08 inst:3.17 dt:9 timee:4000 pComp:0.63 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2257 x:0.12 y:0.20 z:1.05 acc:1.08 inst:3.16 dt:9 timee:4000 pComp:0.63 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2268 x:0.12 y:0.20 z:1.05 acc:1.08 inst:3.15 dt:11 timee:4000 pComp:0.62 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2278 x:0.10 y:0.21 z:1.05 acc:1.08 inst:3.15 dt:10 timee:4000 pComp:0.62 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2287 x:0.10 y:0.21 z:1.05 acc:1.08 inst:3.14 dt:9 timee:4000 pComp:0.62 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2296 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.14 dt:9 timee:4000 pComp:0.61 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2307 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.13 dt:11 timee:4000 pComp:0.61 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2316 x:0.09 y:0.20 z:1.06 acc:1.09 inst:3.12 dt:9 timee:4000 pComp:0.61 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2326 x:0.09 y:0.16 z:1.11 acc:1.13 inst:3.12 dt:10 timee:4000 pComp:0.60 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2335 x:0.09 y:0.16 z:1.11 acc:1.13 inst:3.11 dt:9 timee:4000 pComp:0.60 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2345 x:0.08 y:0.14 z:1.13 acc:1.14 inst:3.10 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2355 x:0.08 y:0.14 z:1.13 acc:1.14 inst:3.10 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2364 x:0.08 y:0.14 z:1.13 acc:1.14 inst:3.09 dt:9 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2374 x:0.08 y:0.17 z:1.09 acc:1.11 inst:3.08 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2383 x:0.08 y:0.17 z:1.09 acc:1.11 inst:3.08 dt:9 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2393 x:0.06 y:0.17 z:1.07 acc:1.09 inst:3.07 dt:10 timee:4000 pComp:0.60 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2403 x:0.06 y:0.17 z:1.07 acc:1.09 inst:3.06 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2412 x:0.06 y:0.17 z:1.07 acc:1.09 inst:3.06 dt:9 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2422 x:0.06 y:0.18 z:1.06 acc:1.08 inst:3.05 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2432 x:0.06 y:0.18 z:1.06 acc:1.08 inst:3.05 dt:10 timee:4000 pComp:0.59 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2442 x:0.09 y:0.18 z:1.07 acc:1.09 inst:3.04 dt:10 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2451 x:0.09 y:0.18 z:1.07 acc:1.09 inst:3.03 dt:9 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2460 x:0.09 y:0.18 z:1.07 acc:1.09 inst:3.03 dt:9 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2470 x:0.07 y:0.18 z:1.08 acc:1.10 inst:3.02 dt:10 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2480 x:0.07 y:0.18 z:1.08 acc:1.10 inst:3.01 dt:10 timee:4000 pComp:0.58 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2490 x:0.08 y:0.19 z:1.09 acc:1.11 inst:3.01 dt:10 timee:4000 pComp:0.57 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2499 x:0.08 y:0.19 z:1.09 acc:1.11 inst:3.00 dt:9 timee:4000 pComp:0.57 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2508 x:0.08 y:0.19 z:1.09 acc:1.11 inst:2.99 dt:9 timee:4000 pComp:0.57 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2519 x:0.07 y:0.20 z:1.10 acc:1.12 inst:2.99 dt:11 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2528 x:0.07 y:0.20 z:1.10 acc:1.12 inst:2.98 dt:9 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2538 x:0.07 y:0.20 z:1.09 acc:1.11 inst:2.97 dt:10 timee:4000 pComp:0.56 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2547 x:0.07 y:0.20 z:1.09 acc:1.11 inst:2.97 dt:9 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2556 x:0.07 y:0.20 z:1.09 acc:1.11 inst:2.96 dt:9 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2567 x:0.08 y:0.22 z:1.06 acc:1.08 inst:2.96 dt:11 timee:4000 pComp:0.56 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2576 x:0.08 y:0.22 z:1.06 acc:1.08 inst:2.95 dt:9 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2586 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.94 dt:10 timee:4000 pComp:0.56 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2595 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.94 dt:9 timee:4000 pComp:0.55 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2605 x:0.09 y:0.21 z:1.06 acc:1.09 inst:2.93 dt:10 timee:4000 pComp:0.55 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2615 x:0.08 y:0.22 z:1.07 acc:1.09 inst:2.92 dt:10 timee:4000 pComp:0.55 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2624 x:0.08 y:0.22 z:1.07 acc:1.09 inst:2.92 dt:9 timee:4000 pComp:0.55 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2634 x:0.07 y:0.21 z:1.06 acc:1.08 inst:2.91 dt:10 timee:4000 pComp:0.55 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2644 x:0.07 y:0.21 z:1.06 acc:1.08 inst:2.90 dt:10 timee:4000 pComp:0.55 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2653 x:0.07 y:0.21 z:1.06 acc:1.08 inst:2.90 dt:9 timee:4000 pComp:0.54 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2663 x:0.07 y:0.19 z:1.08 acc:1.10 inst:2.89 dt:10 timee:4000 pComp:0.54 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2672 x:0.07 y:0.19 z:1.08 acc:1.10 inst:2.89 dt:9 timee:4000 pComp:0.54 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2682 x:0.07 y:0.19 z:1.08 acc:1.10 inst:2.88 dt:10 timee:4000 pComp:0.53 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2692 x:0.07 y:0.19 z:1.09 acc:1.11 inst:2.87 dt:10 timee:4000 pComp:0.53 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2702 x:0.07 y:0.19 z:1.09 acc:1.11 inst:2.87 dt:10 timee:4000 pComp:0.53 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2711 x:0.06 y:0.20 z:1.08 acc:1.10 inst:2.86 dt:9 timee:4000 pComp:0.53 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2720 x:0.06 y:0.20 z:1.08 acc:1.10 inst:2.85 dt:9 timee:4000 pComp:0.53 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2731 x:0.06 y:0.20 z:1.08 acc:1.10 inst:2.85 dt:11 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2740 x:0.06 y:0.19 z:1.06 acc:1.08 inst:2.84 dt:9 timee:4000 pComp:0.53 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2750 x:0.06 y:0.19 z:1.06 acc:1.08 inst:2.83 dt:10 timee:4000 pComp:0.53 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2759 x:0.05 y:0.18 z:1.06 acc:1.07 inst:2.83 dt:9 timee:4000 pComp:0.53 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2768 x:0.05 y:0.18 z:1.06 acc:1.07 inst:2.82 dt:9 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2779 x:0.05 y:0.18 z:1.06 acc:1.07 inst:2.81 dt:11 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2788 x:0.08 y:0.17 z:1.05 acc:1.07 inst:2.81 dt:9 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2798 x:0.08 y:0.17 z:1.05 acc:1.07 inst:2.80 dt:10 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2807 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.80 dt:9 timee:4000 pComp:0.52 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2817 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.79 dt:10 timee:4000 pComp:0.51 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2827 x:0.07 y:0.18 z:1.06 acc:1.08 inst:2.78 dt:10 timee:4000 pComp:0.51 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2836 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.78 dt:9 timee:4000 pComp:0.51 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2846 x:0.07 y:0.19 z:1.06 acc:1.08 inst:2.77 dt:10 timee:4000 pComp:0.51 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2856 x:0.07 y:0.20 z:1.06 acc:1.08 inst:2.76 dt:10 timee:4000 pComp:0.50 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2866 x:0.07 y:0.20 z:1.06 acc:1.08 inst:2.76 dt:10 timee:4000 pComp:0.50 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2875 x:0.07 y:0.20 z:1.06 acc:1.08 inst:2.75 dt:9 timee:4000 pComp:0.50 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2885 x:0.07 y:0.19 z:1.08 acc:1.09 inst:2.74 dt:10 timee:4000 pComp:0.49 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2894 x:0.07 y:0.19 z:1.08 acc:1.09 inst:2.74 dt:9 timee:4000 pComp:0.49 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2904 x:0.13 y:0.16 z:1.10 acc:1.12 inst:2.73 dt:10 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2914 x:0.13 y:0.16 z:1.10 acc:1.12 inst:2.72 dt:10 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2923 x:0.13 y:0.16 z:1.10 acc:1.12 inst:2.72 dt:9 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2933 x:0.12 y:0.18 z:1.07 acc:1.09 inst:2.71 dt:10 timee:4000 pComp:0.49 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2943 x:0.12 y:0.18 z:1.07 acc:1.09 inst:2.70 dt:10 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2953 x:0.11 y:0.16 z:1.06 acc:1.08 inst:2.70 dt:10 timee:4000 pComp:0.49 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
2962 x:0.11 y:0.16 z:1.06 acc:1.08 inst:2.69 dt:9 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2971 x:0.11 y:0.16 z:1.06 acc:1.08 inst:2.69 dt:9 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2981 x:0.09 y:0.15 z:1.06 acc:1.07 inst:2.68 dt:10 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
2991 x:0.09 y:0.15 z:1.06 acc:1.07 inst:2.67 dt:10 timee:4000 pComp:0.48 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3001 x:0.03 y:0.11 z:1.09 acc:1.09 inst:2.67 dt:10 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3010 x:0.03 y:0.11 z:1.09 acc:1.09 inst:2.66 dt:9 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3019 x:0.03 y:0.11 z:1.09 acc:1.09 inst:2.65 dt:9 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3030 x:-0.00 y:0.10 z:1.07 acc:1.08 inst:2.65 dt:11 timee:4000 pComp:0.47 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3039 x:-0.00 y:0.10 z:1.07 acc:1.08 inst:2.64 dt:9 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3049 x:0.02 y:0.16 z:1.05 acc:1.06 inst:2.63 dt:10 timee:4000 pComp:0.47 iComp:0.27 dComp:0.00 FF:0.00 PID:1.14
3058 x:0.02 y:0.16 z:1.05 acc:1.06 inst:2.63 dt:9 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3067 x:0.02 y:0.16 z:1.05 acc:1.06 inst:2.62 dt:9 timee:4000 pComp:0.47 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3078 x:0.05 y:0.17 z:1.06 acc:1.07 inst:2.61 dt:11 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3087 x:0.05 y:0.17 z:1.06 acc:1.07 inst:2.61 dt:9 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
3097 x:0.05 y:0.17 z:1.06 acc:1.07 inst:2.60 dt:10 timee:4000 pComp:0.46 iComp:0.27 dComp:-0.00 FF:0.00 PID:1.14
