Finished setup, waiting to start, PID: p:0.30 i(x100):0.03 d(x10):10
UPLoading
csdt0
csdt1000
csdt4000
csdt10000
csdt12000
csdt15000
0.00 4.00 2.00 10.00 5.00 0.00 0.00 
0 1000 4000 10000 12000 15000 20000 
0 x:0.08 y:0.20 z:1.05 acc:1.07 inst:0.00 dt:0 timee:0 pComp:-0.32 iComp:0.00 dComp:inf FF:0.00 PID:0.00
4679 x:0.07 y:0.20 z:1.05 acc:1.08 inst:2.91 dt:9 timee:10000 pComp:0.55 iComp:0.55 dComp:0.00 FF:0.00 PID:1.10
4689 x:0.07 y:0.20 z:1.05 acc:1.08 inst:2.92 dt:10 timee:10000 pComp:0.55 iComp:0.55 dComp:0.00 FF:0.00 PID:1.11
4699 x:0.07 y:0.20 z:1.05 acc:1.08 inst:2.93 dt:10 timee:10000 pComp:0.56 iComp:0.56 dComp:0.00 FF:0.00 PID:1.12
4709 x:0.08 y:0.21 z:1.05 acc:1.07 inst:2.95 dt:10 timee:10000 pComp:0.56 iComp:0.57 dComp:0.00 FF:0.00 PID:1.13
4718 x:0.08 y:0.21 z:1.05 acc:1.07 inst:2.96 dt:9 timee:10000 pComp:0.57 iComp:0.57 dComp:0.00 FF:0.00 PID:1.14
4728 x:0.08 y:0.21 z:1.06 acc:1.08 inst:2.97 dt:10 timee:10000 pComp:0.57 iComp:0.58 dComp:0.00 FF:0.00 PID:1.14
4738 x:0.08 y:0.21 z:1.06 acc:1.08 inst:2.98 dt:10 timee:10000 pComp:0.57 iComp:0.58 dComp:0.00 FF:0.00 PID:1.15
4747 x:0.08 y:0.21 z:1.06 acc:1.08 inst:3.00 dt:9 timee:10000 pComp:0.57 iComp:0.59 dComp:0.00 FF:0.00 PID:1.16
4757 x:0.09 y:0.21 z:1.07 acc:1.10 inst:3.01 dt:10 timee:10000 pComp:0.57 iComp:0.59 dComp:-0.00 FF:0.00 PID:1.17
4766 x:0.09 y:0.21 z:1.07 acc:1.10 inst:3.02 dt:9 timee:10000 pComp:0.58 iComp:0.60 dComp:0.00 FF:0.00 PID:1.18
4777 x:0.09 y:0.22 z:1.07 acc:1.10 inst:3.04 dt:11 timee:10000 pComp:0.58 iComp:0.60 dComp:0.00 FF:0.00 PID:1.19
4786 x:0.09 y:0.22 z:1.07 acc:1.10 inst:3.05 dt:9 timee:10000 pComp:0.58 iComp:0.61 dComp:0.00 FF:0.00 PID:1.20
4796 x:0.09 y:0.22 z:1.07 acc:1.10 inst:3.06 dt:10 timee:10000 pComp:0.59 iComp:0.62 dComp:0.00 FF:0.00 PID:1.20
4805 x:0.09 y:0.22 z:1.07 acc:1.09 inst:3.07 dt:9 timee:10000 pComp:0.59 iComp:0.62 dComp:0.00 FF:0.00 PID:1.22
4814 x:0.09 y:0.22 z:1.07 acc:1.09 inst:3.09 dt:9 timee:10000 pComp:0.60 iComp:0.63 dComp:0.00 FF:0.00 PID:1.22
4825 x:0.08 y:0.21 z:1.06 acc:1.08 inst:3.10 dt:11 timee:10000 pComp:0.61 iComp:0.63 dComp:0.00 FF:0.00 PID:1.24
4834 x:0.08 y:0.21 z:1.06 acc:1.08 inst:3.11 dt:9 timee:10000 pComp:0.61 iComp:0.64 dComp:0.00 FF:0.00 PID:1.25
4844 x:0.08 y:0.21 z:1.06 acc:1.08 inst:3.13 dt:10 timee:10000 pComp:0.61 iComp:0.64 dComp:0.00 FF:0.00 PID:1.26
4853 x:0.08 y:0.17 z:1.04 acc:1.06 inst:3.14 dt:9 timee:10000 pComp:0.62 iComp:0.65 dComp:0.00 FF:0.00 PID:1.28
4863 x:0.08 y:0.17 z:1.04 acc:1.06 inst:3.15 dt:10 timee:10000 pComp:0.63 iComp:0.66 dComp:0.00 FF:0.00 PID:1.29
4873 x:0.09 y:0.18 z:1.06 acc:1.08 inst:3.16 dt:10 timee:10000 pComp:0.63 iComp:0.66 dComp:-0.00 FF:0.00 PID:1.29
4882 x:0.09 y:0.18 z:1.06 acc:1.08 inst:3.18 dt:9 timee:10000 pComp:0.63 iComp:0.67 dComp:0.00 FF:0.00 PID:1.30
4892 x:0.09 y:0.18 z:1.06 acc:1.08 inst:3.19 dt:10 timee:10000 pComp:0.63 iComp:0.67 dComp:0.00 FF:0.00 PID:1.31
4901 x:0.08 y:0.18 z:1.06 acc:1.08 inst:3.20 dt:9 timee:10000 pComp:0.64 iComp:0.68 dComp:0.00 FF:0.00 PID:1.32
4912 x:0.08 y:0.18 z:1.06 acc:1.08 inst:3.22 dt:11 timee:10000 pComp:0.64 iComp:0.69 dComp:0.00 FF:0.00 PID:1.33
4921 x:0.09 y:0.20 z:1.05 acc:1.08 inst:3.23 dt:9 timee:10000 pComp:0.65 iComp:0.69 dComp:0.00 FF:0.00 PID:1.34
4931 x:0.09 y:0.20 z:1.05 acc:1.08 inst:3.24 dt:10 timee:10000 pComp:0.65 iComp:0.70 dComp:0.00 FF:0.00 PID:1.35
4940 x:0.09 y:0.20 z:1.05 acc:1.08 inst:3.25 dt:9 timee:10000 pComp:0.65 iComp:0.71 dComp:0.00 FF:0.00 PID:1.36t:11 timee:10000 pComp:0.64 iComp:0.71 dComp:-0.00 FF:0.00 PID:1.35
4960 x:0.10 y:0.17 z:1.11 acc:1.13 inst:3.28 dt:9 timee:10000 pComp:0.64 iComp:0.72 dComp:0.00 FF:0.00 PID:1.36
4969 x:0.09 y:0.16 z:1.14 acc:1.16 inst:3.29 dt:9 timee:10000 pComp:0.64 iComp:0.72 dComp:-0.00 FF:0.00 PID:1.36
4979 x:0.09 y:0.16 z:1.14 acc:1.16 inst:3.31 dt:10 timee:10000 pComp:0.64 iComp:0.73 dComp:0.00 FF:0.00 PID:1.38
4988 x:0.09 y:0.16 z:1.14 acc:1.16 inst:3.32 dt:9 timee:10000 pComp:0.65 iComp:0.74 dComp:0.00 FF:0.00 PID:1.39
4999 x:0.08 y:0.19 z:1.10 acc:1.11 inst:3.33 dt:11 timee:10000 pComp:0.67 iComp:0.74 dComp:0.01 FF:0.00 PID:1.41
5008 x:0.08 y:0.19 z:1.10 acc:1.11 inst:3.34 dt:9 timee:10000 pComp:0.67 iComp:0.75 dComp:0.00 FF:0.00 PID:1.42
5017 x:0.08 y:0.19 z:1.10 acc:1.11 inst:3.36 dt:9 timee:10000 pComp:0.67 iComp:0.76 dComp:0.00 FF:0.00 PID:1.43
5027 x:0.07 y:0.19 z:1.07 acc:1.09 inst:3.37 dt:10 timee:10000 pComp:0.68 iComp:0.76 dComp:0.00 FF:0.00 PID:1.45
5037 x:0.07 y:0.19 z:1.07 acc:1.09 inst:3.38 dt:10 timee:10000 pComp:0.69 iComp:0.77 dComp:0.00 FF:0.00 PID:1.46
5047 x:0.07 y:0.18 z:1.07 acc:1.09 inst:3.40 dt:10 timee:10000 pComp:0.69 iComp:0.78 dComp:0.00 FF:0.00 PID:1.47
5056 x:0.07 y:0.18 z:1.07 acc:1.09 inst:3.41 dt:9 timee:10000 pComp:0.70 iComp:0.78 dComp:0.00 F
4951 x:0.10 y:0.17 z:1.11 acc:1.13 inst:3.27 dF:0.00 PID:1.48
5066 x:0.07 y:0.18 z:1.07 acc:1.09 inst:3.42 dt:10 timee:10000 pComp:0.70 iComp:0.79 dComp:0.00 FF:0.00 PID:1.49
5076 x:0.00 y:0.11 z:1.13 acc:1.14 inst:3.43 dt:10 timee:10000 pComp:0.69 iComp:0.80 dComp:-0.00 FF:0.00 PID:1.48
5086 x:0.00 y:0.11 z:1.13 acc:1.14 inst:3.45 dt:10 timee:10000 pComp:0.69 iComp:0.80 dComp:0.00 FF:0.00 PID:1.50
5095 x:0.05 y:0.17 z:1.11 
